what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054931671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054933214
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054933284
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054934301
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054934440
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054943349
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054965365
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1315054965485
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054976831
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315054982845
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315054983157
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1315054986540
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054988305
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054989647
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054989713
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054990255
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054990365
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315054996743
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1315054998667
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1315054999455
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1315055033279
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315055036543
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1315055040025
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055041989
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055043703
