what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315123382805
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315123390564
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123393470
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123395186
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315123485807
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123495227
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123496037
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315123501941
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315123508589
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123511054
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123512005
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315123513113
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1315123527716
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123528691
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123529531
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123531602
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123533012
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123533082
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123533702
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123533812
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315123564679
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1315123564769
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315123591210
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1315123603527
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315123610009
