what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1316227922340
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1316227922474
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1316227922543
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1316227922746
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1316227925762
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1316227928784
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1316227931806
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1316227943431
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316227946090
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316227946772
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316227947243
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316228062136
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1316228063549
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1316228096118
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1316228143592
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316228145114
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316228146028
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1316228146901
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1316228155864
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316228156139
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316228157062
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1316228167736
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316228169929
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316228171453
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316228171545
