what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315055185388
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055186023
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055187329
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315055188594
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315055191304
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315055196927
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055208070
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055208820
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055209817
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055211495
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055211578
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055212890
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055213249
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055224741
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055236236
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055236930
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055237813
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055239337
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055239412
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055240392
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055240669
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055249975
executed,command,,,AUTOGEN:::org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditorPart.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1315055257696
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055266198
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315055266975
