what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067042492
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067068248
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067109874
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067111702
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067113891
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067115374
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067115420
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067116030
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067116084
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067159424
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1315067200099
started,bundle,org.eclipse.mylyn.java.tasks,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.java.tasks,1315067200349
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067203392
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067212417
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067213469
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067216649
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067217490
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067219671
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067220433
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067222633
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067223315
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067225078
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315067228875
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067230351
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315067231139
