what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1316194226592
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194229057
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194229899
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1316194232192
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1316194247964
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1316194254032
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194256357
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194258197
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194258261
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194259088
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194259384
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194273206
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194354530
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194356823
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194357712
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194359042
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194359113
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194359908
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194359986
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194362045
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1316194394604
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194396678
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194398051
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194398161
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1316194398629
