what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124129738
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124129988
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124130228
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124130618
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124130828
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124131148
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124131388
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1315124152230
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315124163615
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124175901
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124176761
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124177117
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124177366
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124177680
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315124178010
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1315124193802
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315124195303
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315124196878
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315124196956
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315124197720
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315124197798
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315124221021
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1315124221114
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315124223485
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315124262161
