what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.BeansList,1315066624367
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315066625488
activated,view,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.BeansList,1315066643717
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315066650714
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066678761
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066680825
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066681487
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066684501
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066684566
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066685216
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066685392
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066724138
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066724928
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066725951
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066730310
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066758587
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315066777424
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066782420
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066783489
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315066784587
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315066805671
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066808124
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315066809103
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315066810420
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315066813623
