what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057570452
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057571181
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057572557
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057572612
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057574077
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057574109
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057579103
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057585033
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057599947
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315057606833
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315057608026
activated,view,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views.PropertySheet,1315057609800
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057614335
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057616416
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315057617777
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057619774
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057620481
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057624569
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057627794
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057629567
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057630971
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057631033
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057632203
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057632281
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315057637038
