what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118348238
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118350438
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118350438
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118354770
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315118355747
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1315118410544
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315118415848
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118418569
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118419169
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118419840
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118421224
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118421287
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118422160
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118422238
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315118425195
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1315118425275
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315118429972
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1315118445931
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315118448271
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1315118490521
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315118492181
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315118492551
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315118492901
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315118493251
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315118493591
