what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062167282
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062167911
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062168013
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062179274
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1315062179339
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062184055
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062220079
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062222015
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062231786
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062233893
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062243726
activated,editor,org.eclipse.ve.java.core,1.4.0.v20090826-1446,org.eclipse.ve.internal.java.codegen.editorpart.JavaVisualEditor,1315062245285
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315062246229
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315062257207
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062290869
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062291013
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1315062296241
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315062298381
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315062300106
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315062300895
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1315062301495
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062310600
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062311323
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062312159
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315062314698
