what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068518921
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068520440
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068520497
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068521438
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068521495
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068540215
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068560408
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068564539
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068569213
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068570771
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068571713
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068572422
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068573068
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068588980
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068589042
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068589610
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068589665
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068610032
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1315068649761
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1315068688878
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068693676
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068694265
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068696266
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068700248
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1315068700312
